,Days,7,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52,55,58,61
0,seed,430000.0,430000.0,430000.0,430000.0,306250.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,,,
1,cells,,2087500.0,3756250.0,3881250.0,3293750.0,325000.0,2200000.0,1375000.0,1393750.0,1062500.0,806250.0,1175000.0,712500.0,900000.0,700000.0,637500.0,,,
2,Population doublings ,0.0,2.27936763266,3.1268845209,3.17411279841,2.93732249182,0.0857298740259,2.35509495882,1.67702305371,1.69656324011,1.30505427632,0.906890595609,1.45025219186,0.72855335435,1.06558834163,0.703018262243,0.568088682157,,,
3,Cumulative Population Doubling,0.0,2.27936763266,5.40625215356,8.58036495196,11.5176874438,11.6034173178,13.9585122766,15.6355353303,17.3320985704,18.6371528468,19.5440434424,20.9942956342,21.7228489886,22.7884373302,23.4914555925,24.0595442746,,,
4,Population doubling time,,31.5877083487,23.0261141781,22.6835038869,24.512119524,839.847262324,30.5720156762,42.9332201729,42.4387363217,55.1701192098,79.3921563953,49.6465376188,98.8259810625,67.5683068098,102.415547173,126.740775272,,,
5,rate,1.0,4.85465116279,8.73546511628,9.0261627907,7.65988372093,1.0612244898,5.11627906977,3.1976744186,3.24127906977,2.47093023256,1.875,2.73255813953,1.65697674419,2.09302325581,1.62790697674,1.48255813953,0.0,,
