,Days,7,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52,55
0,seed,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0
1,cells,,1556250.0,3737500.0,3343750.0,3637500.0,2281250.0,2318750.0,1587500.0,1100000.0,1150000.0,675000.0,1431000.0,1018750.0,887500.0,1525000.0,1500000.0,1237500.0
2,Population doublings ,0.0,1.85566527225,3.11966501438,2.95905842147,3.08053868309,2.40741599395,2.43093871681,1.88434802696,1.35509495882,1.41922529624,0.650550842349,1.73461510714,1.24439149442,1.04541045969,1.82640067775,1.80255393579,1.52501996026
3,Cumulative Population Doubling,0.0,1.85566527225,4.97533028664,7.93438870811,11.0149273912,13.4223433852,15.853282102,17.7376301289,19.0927250877,20.511950384,21.1625012263,22.8971163335,24.1415078279,25.1869182876,27.0133189653,28.8158729011,30.3408928614
4,Population doubling time,,38.8001010077,23.0794010472,24.3320643748,23.3725355877,29.9075856357,29.6181880284,38.2095021567,53.1328078016,50.7319029548,110.675438894,41.507767172,57.859604733,68.8724695,39.4217987746,39.9433262829,47.212496804
5,rate,1.0,3.61918604651,8.69186046512,7.7761627907,8.45930232558,5.30523255814,5.39244186047,3.69186046512,2.55813953488,2.67441860465,1.56976744186,3.32790697674,2.36918604651,2.06395348837,3.54651162791,3.48837209302,2.87790697674
