,Days,7,10,13,16,19,22,25,28,31,34,37,40,43,46,49,52,55,58
0,seed,187500.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,430000.0,
1,cells,,1512500.0,3937500.0,3812500.0,4012500.0,3462500.0,3512500.0,1700000.0,1787500.0,1387500.0,1043750.0,843750.0,625000.0,856250.0,475000.0,568750.0,737500.0,531250.0
2,Population doublings ,0.0,3.01197264167,3.19487135857,3.14832877264,3.22209282731,3.00940550623,3.03008966041,1.98312618144,2.05553467696,1.69007920654,1.27936763266,0.972478937236,0.53951952996,0.5,0.143590853629,0.403457980384,0.2,0.1
3,Cumulative Population Doubling,0.0,3.01197264167,6.20684400024,9.35517277287,12.5772656002,15.5866711064,18.6167607668,20.5998869483,22.6554216252,24.3455008318,25.6248684644,26.5973474017,27.1368669316,27.6368669316,27.7804577852,28.1839157656,28.3839157656,28.4839157656
4,Population doubling time,,23.9045995983,22.5361186474,22.8692761143,22.3457249244,23.9249911156,23.7616731085,36.3063130697,35.0273828055,42.6015536559,56.2778033163,74.0375932507,133.452073561,144.0,501.4246951,178.457245861,360.0,720.0
5,rate,1.0,8.06666666667,9.15697674419,8.86627906977,9.33139534884,8.0523255814,8.16860465116,3.95348837209,4.15697674419,3.22674418605,2.4273255814,1.96220930233,1.45348837209,1.99127906977,1.10465116279,1.3226744186,1.71511627907,1.23546511628
